ensg	entrez	symbol
ENSG00000165113	80318	GKAP1
ENSG00000166888	6778	STAT6
ENSG00000168906	4144	MAT2A
ENSG00000169194	3596	IL13
ENSG00000169567	3094	HINT1
ENSG00000170004	1107	CHD3
ENSG00000170260	7988	ZNF212
ENSG00000170265	8427	ZNF282
ENSG00000170275	10491	CRTAP
ENSG00000171634	2186	BPTF
ENSG00000175334	8815	BANF1
ENSG00000175376	84285	EIF1AD
ENSG00000175467	9092	SART1
ENSG00000177045	147912	SIX5
ENSG00000180251	389015	SLC9A4
ENSG00000182481	3838	KPNA2
ENSG00000185002	222546	RFX6
ENSG00000185800	1762	DMWD
ENSG00000186665	284018	C17orf58
ENSG00000197024	57541	ZNF398
ENSG00000197362	136051	ZNF786
ENSG00000197712	92689	FAM114A1
ENSG00000197798	79607	FAM118B
ENSG00000204231	6257	RXRB
ENSG00000217128	96459	FNIP1
ENSG00000255062	NA	RP11-712L6.5
ENSG00000268434	NA	AC011530.4
ENSG00000269490	NA	SBP1
ENSG00000273217	NA	CTC-432M15.3
ENSG00000004777	115703	ARHGAP33
ENSG00000011590	27033	ZBTB32
ENSG00000048828	23196	FAM120A
ENSG00000055044	51602	NOP58
ENSG00000055163	26999	CYFIP2
ENSG00000066135	9682	KDM4A
ENSG00000081803	93664	CADPS2
ENSG00000085382	57531	HACE1
ENSG00000085719	8895	CPNE3
ENSG00000100376	55007	FAM118A
ENSG00000102780	160851	DGKH
ENSG00000103502	10423	CDIPT
ENSG00000103942	9455	HOMER2
ENSG00000107077	23081	KDM4C
ENSG00000107669	11101	ATE1
ENSG00000107815	56652	C10orf2
ENSG00000107816	84445	LZTS2
ENSG00000109943	56253	CRTAM
ENSG00000109944	79864	C11orf63
ENSG00000112701	26054	SENP6
ENSG00000116030	7341	SUMO1
ENSG00000126246	79713	IGFLR1
ENSG00000126778	6495	SIX1
ENSG00000130222	10912	GADD45G
ENSG00000134049	51124	IER3IP1
ENSG00000135365	51317	PHF21A
ENSG00000136527	6434	TRA2B
ENSG00000140543	55070	DET1
ENSG00000141101	28987	NOB1
ENSG00000142949	5792	PTPRF
ENSG00000144407	5746	PTH2R
ENSG00000145833	9879	DDX46
ENSG00000146063	90933	TRIM41
ENSG00000148143	58499	ZNF462
ENSG00000151917	221336	BEND6
ENSG00000152700	51128	SAR1B
ENSG00000155906	55005	RMND1
ENSG00000157045	123803	NTAN1
ENSG00000164615	819	CAMLG
ENSG00000165905	120071	GYLTL1B
ENSG00000167216	83473	KATNAL2
ENSG00000167220	84064	HDHD2
ENSG00000167595	148137	C19orf55
ENSG00000168005	144097	C11orf84
ENSG00000170579	9229	DLGAP1
ENSG00000171793	1503	CTPS1
ENSG00000175029	1488	CTBP2
ENSG00000179008	317761	C14orf39
ENSG00000181722	26137	ZBTB20
ENSG00000182263	55137	FIGN
ENSG00000183718	84851	TRIM52
ENSG00000184302	4990	SIX6
ENSG00000188909	390259	BSX
ENSG00000196586	4646	MYO6
ENSG00000267228	51124	IER3IP1
ENSG00000268556	NA	AC012360.1
ENSG00000272333	9757	KMT2B
ENSG00000004399	23129	PLXND1
ENSG00000004487	23028	KDM1A
ENSG00000008083	3720	JARID2
ENSG00000033627	535	ATP6V0A1
ENSG00000034152	5606	MAP2K3
ENSG00000054282	10806	SDCCAG8
ENSG00000054611	25771	TBC1D22A
ENSG00000060566	84699	CREB3L3
ENSG00000067221	9399	STOML1
ENSG00000073792	10644	IGF2BP2
ENSG00000073921	8301	PICALM
ENSG00000075420	64778	FNDC3B
ENSG00000075975	23609	MKRN2
ENSG00000077092	5915	RARB
ENSG00000083123	594	BCKDHB
ENSG00000087269	8602	NOP14
ENSG00000090971	57106	NAT14
ENSG00000090975	57605	PITPNM2
ENSG00000091536	51168	MYO15A
ENSG00000091844	26575	RGS17
ENSG00000092445	7301	TYRO3
ENSG00000100101	79159	NOL12
ENSG00000100106	11078	TRIOBP
ENSG00000100116	23464	GCAT
ENSG00000100281	10042	HMGXB4
ENSG00000100284	10043	TOM1
ENSG00000101639	55125	CEP192
ENSG00000101782	8780	RIOK3
ENSG00000102908	10725	NFAT5
ENSG00000103227	64788	LMF1
ENSG00000103423	9093	DNAJA3
ENSG00000103426	100529144	CORO7-PAM16
ENSG00000106034	79974	CPED1
ENSG00000108175	57178	ZMIZ1
ENSG00000111783	5992	RFX4
ENSG00000111785	55188	RIC8B
ENSG00000112659	23113	CUL9
ENSG00000112837	9096	TBX18
ENSG00000113231	8622	PDE8B
ENSG00000114107	80321	CEP70
ENSG00000115138	5443	POMC
ENSG00000115946	56902	PNO1
ENSG00000116833	2494	NR5A2
ENSG00000117640	56181	MTFR1L
ENSG00000118898	5493	PPL
ENSG00000119522	57706	DENND1A
ENSG00000119596	56252	YLPM1
ENSG00000119681	4053	LTBP2
ENSG00000123096	8082	SSPN
ENSG00000124574	89845	ABCC10
ENSG00000125388	2868	GRK4
ENSG00000125454	60386	SLC25A19
ENSG00000125845	650	BMP2
ENSG00000126603	84662	GLIS2
ENSG00000127419	84286	TMEM175
ENSG00000132155	5894	RAF1
ENSG00000132874	8170	SLC14A2
ENSG00000133818	22800	RRAS2
ENSG00000134330	285148	IAH1
ENSG00000134490	85019	TMEM241
ENSG00000136485	10238	DCAF7
ENSG00000137204	10864	SLC22A7
ENSG00000138092	79172	CENPO
ENSG00000139697	55206	SBNO1
ENSG00000140464	5371	PML
ENSG00000141627	54808	DYM
ENSG00000144668	3680	ITGA9
ENSG00000144724	5793	PTPRG
ENSG00000145375	166378	SPATA5
ENSG00000146477	6581	SLC22A3
ENSG00000148655	83938	C10orf11
ENSG00000150347	84159	ARID5B
ENSG00000150672	1740	DLG2
ENSG00000151694	6868	ADAM17
ENSG00000151914	667	DST
ENSG00000152219	120534	ARL14EP
ENSG00000153707	5789	PTPRD
ENSG00000153993	223117	SEMA3D
ENSG00000154743	80746	TSEN2
ENSG00000158092	4690	NCK1
ENSG00000158220	83850	ESYT3
ENSG00000158234	55179	FAIM
ENSG00000160584	23387	SIK3
ENSG00000160801	5745	PTH1R
ENSG00000162430	57190	SEPN1
ENSG00000162972	79568	C2orf47
ENSG00000164161	64399	HHIP
ENSG00000164458	6862	T
ENSG00000168140	114990	VASN
ENSG00000168488	11273	ATXN2L
ENSG00000168702	53353	LRP1B
ENSG00000168792	116236	ABHD15
ENSG00000168917	80723	SLC35G2
ENSG00000169372	8738	CRADD
ENSG00000169641	7798	LUZP1
ENSG00000169689	201254	STRA13
ENSG00000169710	2194	FASN
ENSG00000171467	24149	ZNF318
ENSG00000171502	255631	COL24A1
ENSG00000172765	23023	TMCC1
ENSG00000173175	111	ADCY5
ENSG00000173334	10221	TRIB1
ENSG00000174564	53833	IL20RB
ENSG00000174576	266743	NPAS4
ENSG00000174938	26470	SEZ6L2
ENSG00000175294	117144	CATSPER1
ENSG00000177469	284119	PTRF
ENSG00000177548	79874	RABEP2
ENSG00000178188	25970	SH2B1
ENSG00000178952	7284	TUFM
ENSG00000183578	388121	TNFAIP8L3
ENSG00000183579	84133	ZNRF3
ENSG00000184185	3768	KCNJ12
ENSG00000184924	391356	PTRHD1
ENSG00000186188	338557	FFAR4
ENSG00000187134	1645	AKR1C1
ENSG00000187257	222194	RSBN1L
ENSG00000187775	8632	DNAH17
ENSG00000188603	1201	CLN3
ENSG00000188981	345222	MSANTD1
ENSG00000196296	487	ATP2A1
ENSG00000196502	6817	SULT1A1
ENSG00000196652	23660	ZKSCAN5
ENSG00000196782	55534	MAML3
ENSG00000196917	27198	HCAR1
ENSG00000197283	8831	SYNGAP1
ENSG00000197343	79027	ZNF655
ENSG00000197653	196385	DNAH10
ENSG00000198373	11060	WWP2
ENSG00000198909	4215	MAP3K3
ENSG00000204188	449520	GGNBP1
ENSG00000204248	1302	COL11A2
ENSG00000215906	646262	LACTBL1
ENSG00000217930	51025	PAM16
ENSG00000221823	5534	PPP3R1
ENSG00000221909	221786	FAM200A
ENSG00000225526	100129480	C3orf83
ENSG00000227868	729059	C1orf234
ENSG00000255398	8843	HCAR3
ENSG00000257545	100287944	RP11-144F15.1
ENSG00000257923	1523	CUX1
ENSG00000262246	79585	CORO7
ENSG00000273398	NA	RP11-474G23.1
ENSG00000003509	55471	NDUFAF7
ENSG00000004975	1856	DVL2
ENSG00000007923	55735	DNAJC11
ENSG00000011021	1185	CLCN6
ENSG00000011523	23177	CEP68
ENSG00000033867	9497	SLC4A7
ENSG00000043591	153	ADRB1
ENSG00000061455	93166	PRDM6
ENSG00000068796	3796	KIF2A
ENSG00000070961	490	ATP2B1
ENSG00000072952	10335	MRVI1
ENSG00000076513	88455	ANKRD13A
ENSG00000082258	905	CCNT2
ENSG00000086200	51194	IPO11
ENSG00000087258	2775	GNAO1
ENSG00000091656	79776	ZFHX4
ENSG00000092054	4625	MYH7
ENSG00000096717	23411	SIRT1
ENSG00000103653	1445	CSK
ENSG00000104886	55111	PLEKHJ1
ENSG00000106031	3209	HOXA13
ENSG00000106392	56913	C1GALT1
ENSG00000108176	56521	DNAJC12
ENSG00000111860	387119	CEP85L
ENSG00000112214	9457	FHL5
ENSG00000112232	202559	KHDRBS2
ENSG00000114790	26084	ARHGEF26
ENSG00000116273	148479	PHF13
ENSG00000116786	23207	PLEKHM2
ENSG00000117399	991	CDC20
ENSG00000117400	4352	MPL
ENSG00000117971	1143	CHRNB4
ENSG00000118473	84251	SGIP1
ENSG00000120896	10174	SORBS3
ENSG00000120910	5533	PPP3CC
ENSG00000120937	4879	NPPB
ENSG00000122870	80114	BICC1
ENSG00000128567	5420	PODXL
ENSG00000128585	4289	MKLN1
ENSG00000130584	140685	ZBTB46
ENSG00000130595	7140	TNNT3
ENSG00000132535	1742	DLG4
ENSG00000134259	4803	NGF
ENSG00000134369	89796	NAV1
ENSG00000135744	183	AGT
ENSG00000137720	64776	C11orf1
ENSG00000138069	5861	RAB1A
ENSG00000138386	4664	NAB1
ENSG00000138430	29789	OLA1
ENSG00000138623	8482	SEMA7A
ENSG00000138696	658	BMPR1B
ENSG00000138792	2028	ENPEP
ENSG00000139436	9815	GIT2
ENSG00000139437	84260	TCHP
ENSG00000140505	1544	CYP1A2
ENSG00000140506	79748	LMAN1L
ENSG00000140553	55898	UNC45A
ENSG00000140564	5045	FURIN
ENSG00000141639	5596	MAPK4
ENSG00000144283	8502	PKP4
ENSG00000144290	57282	SLC4A10
ENSG00000145348	93627	TBCK
ENSG00000145685	10184	LHFPL2
ENSG00000146243	134728	IRAK1BP1
ENSG00000146247	55023	PHIP
ENSG00000147316	79648	MCPH1
ENSG00000148634	26091	HERC4
ENSG00000148835	6877	TAF5
ENSG00000152404	143884	CWF19L2
ENSG00000153086	130013	ACMSD
ENSG00000154783	152273	FGD5
ENSG00000156170	137682	NDUFAF6
ENSG00000156374	84108	PCGF6
ENSG00000158186	22808	MRAS
ENSG00000164048	51385	ZNF589
ENSG00000164116	2982	GUCY1A3
ENSG00000164270	3360	HTR4
ENSG00000165895	143872	ARHGAP42
ENSG00000165997	221079	ARL5B
ENSG00000169247	79628	SH3TC2
ENSG00000169344	7369	UMOD
ENSG00000170185	84640	USP38
ENSG00000170291	23587	ELP5
ENSG00000172113	10201	NME6
ENSG00000172208	119764	OR4X2
ENSG00000172878	254042	METAP1D
ENSG00000173210	22885	ABLIM3
ENSG00000174456	400073	C12orf76
ENSG00000175206	4878	NPPA
ENSG00000175826	23399	CTDNEP1
ENSG00000176349	NA	AC110781.3
ENSG00000177000	4524	MTHFR
ENSG00000178922	81888	HYI
ENSG00000180834	79929	MAP6D1
ENSG00000181856	6517	SLC2A4
ENSG00000182511	2242	FES
ENSG00000183346	219621	C10orf107
ENSG00000184682	102724536	C11orf89
ENSG00000184937	7490	WT1
ENSG00000186105	100130733	LRRC70
ENSG00000186340	7058	THBS2
ENSG00000186479	401190	RGS7BP
ENSG00000197312	84301	DDI2
ENSG00000198276	54963	UCKL1
ENSG00000198336	4635	MYL4
ENSG00000198794	192683	SCAMP5
ENSG00000204950	390205	LRRC10B
ENSG00000211450	280636	C11orf31
ENSG00000214891	646754	TRIM64C
ENSG00000215695	6248	RSC1A1
ENSG00000215910	284498	C1orf167
ENSG00000229453	646424	SPINK8
ENSG00000241058	221078	NSUN6
ENSG00000253293	3206	HOXA10
ENSG00000257184	NA	RP1-170O19.20
ENSG00000262302	NA	RP1-4G17.5
ENSG00000271786	NA	RP11-139J15.7
ENSG00000002919	29916	SNX11
ENSG00000005243	51226	COPZ2
ENSG00000007866	7005	TEAD3
ENSG00000018699	55622	TTC27
ENSG00000021645	9369	NRXN3
ENSG00000025293	51230	PHF20
ENSG00000040199	23035	PHLPP2
ENSG00000043143	23338	JADE2
ENSG00000044459	54875	CNTLN
ENSG00000048052	9734	HDAC9
ENSG00000048991	23518	R3HDM1
ENSG00000052802	6307	MSMO1
ENSG00000054938	25884	CHRDL2
ENSG00000061656	6676	SPAG4
ENSG00000063438	57491	AHRR
ENSG00000065534	4638	MYLK
ENSG00000066032	1496	CTNNA2
ENSG00000068120	80347	COASY
ENSG00000071967	79901	CYBRD1
ENSG00000072201	84708	LNX1
ENSG00000073417	5151	PDE8A
ENSG00000075426	2355	FOSL2
ENSG00000078699	9139	CBFA2T2
ENSG00000078747	83737	ITCH
ENSG00000078804	58476	TP53INP2
ENSG00000078814	57644	MYH7B
ENSG00000080603	10847	SRCAP
ENSG00000080839	5933	RBL1
ENSG00000080845	22839	DLGAP4
ENSG00000082641	4779	NFE2L1
ENSG00000086991	50507	NOX4
ENSG00000087087	51593	SRRT
ENSG00000088298	55741	EDEM2
ENSG00000088367	2036	EPB41L1
ENSG00000088836	83959	SLC4A11
ENSG00000088854	25943	C20orf194
ENSG00000095585	29760	BLNK
ENSG00000100167	55964	SEPT3
ENSG00000100815	9321	TRIP11
ENSG00000100889	5106	PCK2
ENSG00000100983	2937	GSS
ENSG00000100991	26133	TRPC4AP
ENSG00000101000	10544	PROCR
ENSG00000101019	55245	UQCC1
ENSG00000101079	57446	NDRG3
ENSG00000101082	84174	SLA2
ENSG00000101342	140711	TLDC2
ENSG00000101347	25939	SAMHD1
ENSG00000101353	140699	MROH8
ENSG00000101363	63905	MANBAL
ENSG00000101391	51654	CDK5RAP1
ENSG00000101400	6640	SNTA1
ENSG00000101412	1869	E2F1
ENSG00000101417	11264	PXMP4
ENSG00000101421	128866	CHMP4B
ENSG00000101460	84557	MAP1LC3A
ENSG00000101464	128869	PIGU
ENSG00000102984	55565	ZNF821
ENSG00000103264	79791	FBXO31
ENSG00000104044	4948	OCA2
ENSG00000104369	56704	JPH1
ENSG00000104408	3646	EIF3E
ENSG00000105409	478	ATP1A3
ENSG00000106052	8887	TAX1BP1
ENSG00000106554	54927	CHCHD3
ENSG00000107736	64072	CDH23
ENSG00000108439	55163	PNPO
ENSG00000108468	10951	CBX1
ENSG00000110075	55291	PPP6R3
ENSG00000110693	55553	SOX6
ENSG00000111371	81539	SLC38A1
ENSG00000111490	23329	TBC1D30
ENSG00000113448	5144	PDE4D
ENSG00000114126	7029	TFDP2
ENSG00000115204	4358	MPV17
ENSG00000115221	3694	ITGB6
ENSG00000115839	22930	RAB3GAP1
ENSG00000115841	151393	RMDN2
ENSG00000115866	1615	DARS
ENSG00000115977	22848	AAK1
ENSG00000118369	57558	USP35
ENSG00000118707	60436	TGIF2
ENSG00000120054	1369	CPN1
ENSG00000120162	79817	MOB3B
ENSG00000120549	56243	KIAA1217
ENSG00000121988	84083	ZRANB3
ENSG00000123066	23389	MED13L
ENSG00000123384	4035	LRP1
ENSG00000123600	79828	METTL8
ENSG00000124493	2914	GRM4
ENSG00000125457	57409	MIF4GD
ENSG00000125965	8200	GDF5
ENSG00000125966	10893	MMP24
ENSG00000125967	63941	NECAB3
ENSG00000125970	22913	RALY
ENSG00000125971	83658	DYNLRB1
ENSG00000125975	140873	C20orf173
ENSG00000125977	8894	EIF2S2
ENSG00000125991	51614	ERGIC3
ENSG00000125995	140823	ROMO1
ENSG00000125998	128876	FAM83C
ENSG00000126001	11190	CEP250
ENSG00000127124	59269	HIVEP3
ENSG00000128285	2847	MCHR1
ENSG00000128731	8924	HERC2
ENSG00000129535	4901	NRL
ENSG00000131016	9590	AKAP12
ENSG00000131043	25980	AAR2
ENSG00000131051	9584	RBM39
ENSG00000131061	84905	ZNF341
ENSG00000131067	2686	GGT7
ENSG00000131069	55902	ACSS2
ENSG00000133083	9201	DCLK1
ENSG00000134294	54407	SLC38A2
ENSG00000134532	6660	SOX5
ENSG00000135643	27345	KCNMB4
ENSG00000135677	2799	GNS
ENSG00000136160	1910	EDNRB
ENSG00000136404	53346	TM6SF1
ENSG00000136828	9649	RALGPS1
ENSG00000136859	23452	ANGPTL2
ENSG00000137709	25833	POU2F3
ENSG00000137872	80031	SEMA6D
ENSG00000138100	57159	TRIM54
ENSG00000138162	10579	TACC2
ENSG00000139737	122060	SLAIN1
ENSG00000140832	91862	MARVELD3
ENSG00000140835	10164	CHST4
ENSG00000140836	463	ZFHX3
ENSG00000140941	81631	MAP1LC3B
ENSG00000141293	8631	SKAP1
ENSG00000141337	22901	ARSG
ENSG00000141699	162427	FAM134C
ENSG00000142655	5195	PEX14
ENSG00000143590	1944	EFNA3
ENSG00000143776	8476	CDC42BPA
ENSG00000144224	23190	UBXN4
ENSG00000144560	9686	VGLL4
ENSG00000145216	81608	FIP1L1
ENSG00000145996	54901	CDKAL1
ENSG00000146776	222255	ATXN7L1
ENSG00000147526	6867	TACC1
ENSG00000147655	340419	RSPO2
ENSG00000148848	8038	ADAM12
ENSG00000149256	26011	TENM4
ENSG00000149639	140710	SOGA1
ENSG00000149646	140894	CNBD2
ENSG00000152127	4249	MGAT5
ENSG00000152208	2895	GRID2
ENSG00000153904	23576	DDAH1
ENSG00000154027	26289	AK5
ENSG00000155542	133383	SETD9
ENSG00000155545	166968	MIER3
ENSG00000157429	7567	ZNF19
ENSG00000157445	55799	CACNA2D3
ENSG00000158019	9577	BRE
ENSG00000161091	126321	MFSD12
ENSG00000162139	10825	NEU3
ENSG00000162337	4041	LRP5
ENSG00000162341	219931	TPCN2
ENSG00000162599	4774	NFIA
ENSG00000163113	56957	OTUD7B
ENSG00000164175	51151	SLC45A2
ENSG00000164199	84059	GPR98
ENSG00000166387	8495	PPFIBP2
ENSG00000166435	143570	XRRA1
ENSG00000166619	10904	BLCAP
ENSG00000166747	164	AP1G1
ENSG00000167377	7571	ZNF23
ENSG00000169594	646	BNC1
ENSG00000169696	79058	ASPSCR1
ENSG00000171222	51282	SCAND1
ENSG00000171282	NA	RP11-1055B8.7
ENSG00000171735	23261	CAMTA1
ENSG00000172264	140733	MACROD2
ENSG00000172349	3603	IL16
ENSG00000172927	26579	MYEOV
ENSG00000173068	54796	BNC2
ENSG00000174123	81793	TLR10
ENSG00000175707	126695	C1orf172
ENSG00000176125	402682	UFSP1
ENSG00000176601	80122	MAP3K19
ENSG00000177885	2885	GRB2
ENSG00000178878	81575	APOLD1
ENSG00000179399	2262	GPC5
ENSG00000182149	9798	IST1
ENSG00000183049	57118	CAMK1D
ENSG00000183715	4978	OPCML
ENSG00000184381	8398	PLA2G6
ENSG00000184451	2826	CCR10
ENSG00000185022	23764	MAFF
ENSG00000185115	56160	NDNL2
ENSG00000185532	5592	PRKG1
ENSG00000185565	4045	LSAMP
ENSG00000186153	51741	WWOX
ENSG00000186191	149954	BPIFB4
ENSG00000186417	342035	GLDN
ENSG00000187391	9863	MAGI2
ENSG00000188786	4520	MTF1
ENSG00000189283	2272	FHIT
ENSG00000189325	389384	C6orf222
ENSG00000196739	85301	COL27A1
ENSG00000197122	6714	SRC
ENSG00000197162	146540	ZNF785
ENSG00000197826	255119	C4orf22
ENSG00000197980	389170	LEKR1
ENSG00000198646	23054	NCOA6
ENSG00000198650	6898	TAT
ENSG00000198846	9760	TOX
ENSG00000198873	2869	GRK5
ENSG00000204183	554250	GDF5OS
ENSG00000206579	114786	XKR4
ENSG00000214078	8904	CPNE1
ENSG00000215529	388795	EFCAB8
ENSG00000224470	342371	ATXN1L
ENSG00000242372	3692	EIF6
ENSG00000244005	9054	NFS1
ENSG00000244462	10137	RBM12
ENSG00000251246	1944	EFNA3
ENSG00000259399	100527943	TGIF2-C20orf24
ENSG00000260027	3217	HOXB7
ENSG00000269650	NA	AL121895.1
ENSG00000272897	NA	RP1-309K20.6
ENSG00000002016	5893	RAD52
ENSG00000002726	26	AOC1
ENSG00000003056	4074	M6PR
ENSG00000004948	799	CALCR
ENSG00000007312	974	CD79B
ENSG00000007402	9254	CACNA2D2
ENSG00000010319	56920	SEMA3G
ENSG00000010327	23166	STAB1
ENSG00000011105	10867	TSPAN9
ENSG00000011405	5286	PIK3C2A
ENSG00000014914	10903	MTMR11
ENSG00000016864	55830	GLT8D1
ENSG00000017427	3479	IGF1
ENSG00000023330	211	ALAS1
ENSG00000035115	26751	SH3YL1
ENSG00000035862	7077	TIMP2
ENSG00000037897	4234	METTL1
ENSG00000038358	23644	EDC4
ENSG00000040341	27067	STAU2
ENSG00000041982	3371	TNC
ENSG00000049192	11174	ADAMTS6
ENSG00000049239	9563	H6PD
ENSG00000049323	4052	LTBP1
ENSG00000050405	51474	LIMA1
ENSG00000053900	29945	ANAPC4
ENSG00000053918	3784	KCNQ1
ENSG00000054523	23095	KIF1B
ENSG00000055118	3757	KCNH2
ENSG00000055950	84545	MRPL43
ENSG00000055957	3697	ITIH1
ENSG00000060718	1301	COL11A1
ENSG00000064995	6882	TAF11
ENSG00000064999	23294	ANKS1A
ENSG00000065057	4913	NTHL1
ENSG00000065060	54887	UHRF1BP1
ENSG00000066084	57609	DIP2B
ENSG00000066117	6602	SMARCD1
ENSG00000066382	744	MPPED2
ENSG00000068745	51447	IP6K2
ENSG00000070061	8518	IKBKAP
ENSG00000070081	4925	NUCB2
ENSG00000072195	10290	SPEG
ENSG00000072736	4775	NFATC3
ENSG00000073711	5523	PPP2R3A
ENSG00000075188	79023	NUP37
ENSG00000076685	22978	NT5C2
ENSG00000077782	2260	FGFR1
ENSG00000077800	8468	FKBP6
ENSG00000081189	4208	MEF2C
ENSG00000083067	80036	TRPM3
ENSG00000084093	5978	REST
ENSG00000084453	6579	SLCO1A2
ENSG00000084710	22979	EFR3B
ENSG00000085276	2122	MECOM
ENSG00000087191	5705	PSMC5
ENSG00000088538	1795	DOCK3
ENSG00000088543	51161	C3orf18
ENSG00000090238	83719	YPEL3
ENSG00000092607	6913	TBX15
ENSG00000095015	4214	MAP3K1
ENSG00000095539	57715	SEMA4G
ENSG00000099139	5125	PCSK5
ENSG00000099331	4650	MYO9B
ENSG00000100354	23112	TNRC6B
ENSG00000101384	182	JAG1
ENSG00000102882	5595	MAPK3
ENSG00000102886	79153	GDPD3
ENSG00000102898	10204	NUTF2
ENSG00000102901	80152	CENPT
ENSG00000102904	55815	TSNAXIP1
ENSG00000102974	10664	CTCF
ENSG00000103056	55512	SMPD3
ENSG00000103061	84138	SLC7A6OS
ENSG00000103064	9057	SLC7A6
ENSG00000103197	7249	TSC2
ENSG00000103591	79719	AAGAB
ENSG00000103599	64799	IQCH
ENSG00000105173	898	CCNE1
ENSG00000105705	57794	SUGP1
ENSG00000105855	3696	ITGB8
ENSG00000106809	4969	OGN
ENSG00000106819	54829	ASPN
ENSG00000106823	1842	ECM2
ENSG00000107187	8022	LHX3
ENSG00000107249	169792	GLIS3
ENSG00000107341	54926	UBE2R2
ENSG00000107443	54619	CCNJ
ENSG00000108511	3216	HOXB6
ENSG00000108588	57003	CCDC47
ENSG00000108592	117246	FTSJ3
ENSG00000108604	6603	SMARCD2
ENSG00000108684	40	ASIC2
ENSG00000108798	51225	ABI3
ENSG00000110092	595	CCND1
ENSG00000110881	41	ASIC1
ENSG00000111276	1027	CDKN1B
ENSG00000111452	283383	GPR133
ENSG00000111752	1911	PHC1
ENSG00000111816	2444	FRK
ENSG00000111912	135112	NCOA7
ENSG00000112033	5467	PPARD
ENSG00000112039	2178	FANCE
ENSG00000112041	7287	TULP1
ENSG00000112414	57211	GPR126
ENSG00000112699	2762	GMDS
ENSG00000112964	2690	GHR
ENSG00000113070	1839	HBEGF
ENSG00000113389	4883	NPR3
ENSG00000114054	5096	PCCB
ENSG00000114302	5576	PRKAR2A
ENSG00000114378	3373	HYAL1
ENSG00000114735	51409	HEMK1
ENSG00000114737	1154	CISH
ENSG00000114738	7867	MAPKAPK3
ENSG00000114861	27086	FOXP1
ENSG00000114902	28972	SPCS1
ENSG00000114904	6787	NEK4
ENSG00000115137	51277	DNAJC27
ENSG00000115380	2202	EFEMP1
ENSG00000115556	84812	PLCD4
ENSG00000115568	7701	ZNF142
ENSG00000115896	5334	PLCL1
ENSG00000116132	5396	PRRX1
ENSG00000116183	60676	PAPPA2
ENSG00000116489	829	CAPZA1
ENSG00000116874	10352	WARS2
ENSG00000117115	11240	PADI2
ENSG00000117118	6390	SDHB
ENSG00000117122	4237	MFAP2
ENSG00000118007	10274	STAG1
ENSG00000118689	2309	FOXO3
ENSG00000119042	23314	SATB2
ENSG00000119242	80212	CCDC92
ENSG00000119326	8727	CTNNAL1
ENSG00000119328	54942	FAM206A
ENSG00000119401	22954	TRIM32
ENSG00000119771	114818	KLHL29
ENSG00000119906	55719	FAM178A
ENSG00000120075	3215	HOXB5
ENSG00000120093	3213	HOXB3
ENSG00000120341	89866	SEC16B
ENSG00000120709	51307	FAM53C
ENSG00000120733	51780	KDM3B
ENSG00000122420	5737	PTGFR
ENSG00000123106	55297	CCDC91
ENSG00000123179	84650	EBPL
ENSG00000123268	466	ATF1
ENSG00000123297	10102	TSFM
ENSG00000123427	25895	METTL21B
ENSG00000124507	29993	PACSIN1
ENSG00000124562	6631	SNRPC
ENSG00000124813	860	RUNX2
ENSG00000125695	NA	RP11-51F16.8
ENSG00000126602	10131	TRAP1
ENSG00000127080	64768	IPPK
ENSG00000127083	4958	OMD
ENSG00000127603	23499	MACF1
ENSG00000127831	7429	VIL1
ENSG00000128408	26150	RIBC2
ENSG00000128713	3237	HOXD11
ENSG00000129003	54832	VPS13C
ENSG00000129009	3671	ISLR
ENSG00000129038	4016	LOXL1
ENSG00000129194	6665	SOX15
ENSG00000129214	6462	SHBG
ENSG00000129255	9526	MPDU1
ENSG00000129933	23383	MAU2
ENSG00000129965	723961	INS-IGF2
ENSG00000130287	1463	NCAN
ENSG00000130449	57688	ZSWIM6
ENSG00000131620	55107	ANO1
ENSG00000132600	54496	PRMT7
ENSG00000133794	406	ARNTL
ENSG00000133805	272	AMPD3
ENSG00000133812	81846	SBF2
ENSG00000134245	7482	WNT2B
ENSG00000134686	1912	PHC2
ENSG00000134851	55858	TMEM165
ENSG00000134852	9575	CLOCK
ENSG00000135446	1019	CDK4
ENSG00000135912	9654	TTLL4
ENSG00000135913	57695	USP37
ENSG00000135929	1593	CYP27A1
ENSG00000136068	2317	FLNB
ENSG00000136383	57538	ALPK3
ENSG00000136448	4836	NMT1
ENSG00000137802	23005	MAPKBP1
ENSG00000137834	4091	SMAD6
ENSG00000137868	64220	STRA6
ENSG00000137960	54810	GIPC2
ENSG00000138031	109	ADCY3
ENSG00000138131	84171	LOXL4
ENSG00000138193	51196	PLCE1
ENSG00000138336	80312	TET1
ENSG00000138668	3184	HNRNPD
ENSG00000138685	2247	FGF2
ENSG00000138829	2201	FBN2
ENSG00000138834	23162	MAPK8IP3
ENSG00000138942	91445	RNF185
ENSG00000139187	10219	KLRG1
ENSG00000139219	1280	COL2A1
ENSG00000139624	91012	CERS5
ENSG00000140368	9051	PSTPIP1
ENSG00000140382	10363	HMG20A
ENSG00000140391	10099	TSPAN3
ENSG00000140443	3480	IGF1R
ENSG00000140470	170691	ADAMTS17
ENSG00000140600	6457	SH3GL3
ENSG00000140612	23478	SEC11A
ENSG00000141084	57610	RANBP10
